,Text,Emotion
2351,@kidsinmuseums The Hockley Pendant (now @britishmuseum) was found by a 4 year old boy playing with his dad's detector http://t.co/7PUYgKgOlL,neutral
2352,@NaraHodge @NationalGallery Nice picture worthy of the national gallery!,joy
2353,thanks to @heritagelottery @ace_national @camcitco and many people and places for their support #CastleHill15 @kettlesyard @Cambridge_Uni,joy
2354,@britishmuseum I wish you had something on bankruptcy in the ancient world,sadness
2355,@jon_pratty @southbankcentre @robgethers oh yes indeed... &amp; we're also v interested in bringing events data together across @CamUnivMuseums,neutral
2356,"Sete di conoscenza (at @NationalGallery in London, Greater London) https://t.co/sg4BsvqkZN http://t.co/Fj5LlvQ2tU",neutral
2357,Hey. Get ready for the Nazir Tanbouli shows 11-12July by watching this doc http://t.co/OKISskQENE  From #streetart to the @britishmuseum,neutral
2358,#Plymouth business try #cargobikes @rocketsnrascals @ColumnBakehouse @PlymouthMuseum @InvestPlymouth @TamarGrowLocal  http://t.co/IvbMc2PsSt,neutral
2359,or here https://t.co/R2tO79Easn … .An in house solution proposed to meet flexibility needs. Come on @NationalGallery - it's time to TALK.,anger
2360,"@SelectShowcase @Tate_StIves is a room full of different coloured ribbons printed with wishes from St Ives people, you chose take one and...",neutral
2361,What the British press thought of #Napoleon @britishmuseum great inspiration for @RuralArts #COMICSTRIP Sat art club http://t.co/0hY0qfymOi,joy
2363,Going behind the green door last weekend Tate St Ives RT @Tate_StIves: Waiting. What now? Cellar chaos? @TateInvites http://t.co/LbG6M98msG,neutral
2364,TATE: “Every good painter paints what he is.” Jackson #Pollock coming soon @tateliverpool  http://t.co/XJWZ8DkrA0 http://t.co/McQn7Ap34Z,neutral
2365,"I'm at @BritishMuseum in London, Greater London https://t.co/R4EPIJA6HC http://t.co/UAlHu7uRvJ",neutral
2366,"WOW! 3,653 sunrises over St Ives Bay and counting - http://t.co/q5CQJuav9D @thedaythat @stivesurfschool @Tate_StIves http://t.co/1ktkeG7iaw",joy
2367,"@Tate The Wilton Diptych: willowy serene angels, gorgeous gold, portable balm for the soul @NationalGallery http://t.co/v6WW9JyOcu",joy
2368,"I'm at @BritishMuseum in London, Greater London https://t.co/nGrKl2Xv1p",neutral
2369,"PAJay @britishmuseum 6/22/1794: We saw in another room a number of Roman dice, some of which appear to have been loaded",neutral
2370,@TheFrameBlog @NationalGallery No they look like silly putty.,disgust
2371,@history100tweet  一番のお気に入りはこれ。 ロンドン 大英博物館の天井クリアファイル！  I think the best souvenir! @britishmuseum http://t.co/2iO6HTg3TC,joy
2372,My favourite #oilpainting  'Tiger Tiger Burning Bright' by #Rousseau love going to visit it in the @NationalGallery  https://t.co/uOypStIdcM,joy
2374,"@britishmuseum I'm a bonaparte fan without him Belgium would have been very different (education, government) and Paris too",neutral
2375,"Between 1857-78 the @NationalGallery acquired five of Botticelli's works, including ""Venus and Mars."" #arthistory http://t.co/Xpn2wlAOrq",neutral
2376,"http://t.co/TGJd7bZjv5 CAPP - new network, new activities  #CAPP_EU @acvic @medialabprado @tateliverpool @createireland @ludwigmuseum",neutral
2377,Our #TakeOnePicture display is on all summer. Pupils @clayesmoreprep created this respons... http://t.co/3TUJqwUUbf via @NationalGallery,neutral
2379,@NationalGallery #askthegallery Which parts of the gallery would you like to be more well attended?,neutral
2380,"@idlerambler Astounding sweetness, really made me feel happy inside - she inspired me. @britishmuseum",joy
2381,The portrait of Cecil John Rhodes by George Watts (c.1898) at the @NationalGallery #London. #EmpireWarCricket http://t.co/tCZHbd5f4L,neutral
2382,@britishmuseum how did the quality of the French army compare to the Grand Armée of earlier Napoleonic campaigns #Waterloo200,neutral
2383,@Tate_StIves @FGW http://t.co/hHVGLx8GrZ,neutral
2384,"@CamUnivMuseums Post 16 Subject Taster Week. Visit a Museum and College - lunch also included! Book your FREE place today, lks34@cam.ac.uk",neutral
2385,@HistoryNeedsYou @britishmuseum I will. It's just magnificent.,joy
2386,@britishmuseum a shin guard?,neutral
2387,"@Tate_StIves nooooooooooooooooo! cream, then jam ;)",neutral
2388,"Our latest @_Artimage enews: Richard Long on 'A Line Made by Walking', @lilianelijn licensed for #IMOOS @Tate_StIves: http://t.co/BO3OE2bsiF",neutral
2389,"Kavita; Ishita (at @BritishMuseum in London, Greater London) https://t.co/2RkX6tKwWD",neutral
2390,@britishmuseum @mt_ris False teeth where nick named waterloos as teeth taken from the dead,neutral
2391,@britishmuseum thank you for following. We're really interested in the development of the #Arabic Language and ME history. Recommendations?,neutral
2393,Rachel's @Culture24 review about the @britishmuseum's #WaddesdonBequest – check it out here http://t.co/X6D8pRvfsF,neutral
2395,"@NationalGallery Cage of infancy longings for freedom, Musical instrument creativity",neutral
2396,"We enjoyed the exhibition, but we'd have liked to see critical race theory, queer theory, feminism represented @foxvertebrae @britishmuseum",joy
2398,@DavidSmithArt @roshvarosha @LisaLooly @newmanmpaul @DrawntoDevon @ThelmaHulbert Thank you :-),joy
2399,It's #MolluscMonday at @RAMMuseum button top #shell #snail. More here: http://t.co/RVEifVVkCW http://t.co/E8xc2uwAPF,neutral
2400,The Umbrellas (c. 1881-1886). Pierre-Auguste #Renoir via @sar_ahza @NationalGallery #umbrellas http://t.co/asBXy1fgJ5 http://t.co/qUegMb1Vuj,neutral
2402,“@tateliverpool: Two weeks to go until Jackson Pollock: Blind Spots opens! http://t.co/0Nw7WmH91q” someone in liverpool come with me 👯,neutral
2403,@britishmuseum Saw this for the second time on Sunday. I find it incredible!,joy
2404,@NationalGallery @DavidSillitoBBC tribute to Michelangelo Manchester Madonna just finished http://t.co/h43W0yugh1,neutral
2405,Don's miss the #events showcase at @britishmuseum on 1 July http://t.co/a4t7hZY1On #eventprofsuk #London,neutral
2406,Twitter mentions for @NationalGallery: http://t.co/A23aKptGJ4 - RT @charles_art Glory charles.: National Gallery Gold  gilding.......som...,neutral
2407,#OTD 1519 Charles V was elected Holy Roman #Emperor. A #portrait frm th same yr http://t.co/GRSWJoKSjZ @britishmuseum http://t.co/rTboAuGcrL,neutral
2408,@NationalGallery @Postgate needs of our supporters? Perhaps 2 or 3 examples of these needs?,neutral
2409,@CaliforniaNat  Isn't it amazing?  @britishmuseum @No1Cathedral,joy
2410,Also been to the @britishmuseum to see the #Napoleon propaganda exhibition. Absolutely brilliant!,joy
2411,@soupdragon2000 @Tate @NationalGallery Fabulous.,joy
2413,@Boudiccatalks @NationalGallery @heritagelottery It is at that.,neutral
2414,@kettlesyard Ah - will do :),joy
2416,"Art in Dialogue: Duccio | Caro, National Gallery, London http://t.co/JG4eeT0bVp @NationalGallery",neutral
2417,Not my writing (this time!) but that @britishmuseum panel from the Indigenous Australians exhibition. Pops up every other day in my timeline,neutral
2418,@RAMMuseum Are you free to join us on Tuesday 7th July for a networking event sponsored by Volvo in Exeter? http://t.co/vpv8VzYhFk,neutral
2419,"lovely, informative, short film by @HistoryNeedsYou all about Ædwen's Brooch https://t.co/8EJSCmNlRh #AngloSaxon #Viking @britishmuseum",joy
2420,A P Bassett Solicitors is out! http://t.co/kFB6gIjD64 Stories via @UWEBristol @royalcourt @Tate_StIves,neutral
2421,@britishmuseum @MangoBwoy he also just as notoriously take only about 8 minutes to complete breakfast We know his meal before the battle,neutral
2422,@britishmuseum #RALPHMARLEY #Art http://t.co/1kvJX47RIN,neutral
2423,Our current project working with @kettlesyard is going well so far! The work of Henri Gaudier-Brzeska is providing enjoyment all round!,joy
2424,"@NationalGallery UNESCO-VENETO-THE OPERA,una risposta per l'Italia e una nuova visione del Mondo su, http://t.co/NsOuQRnFYV",neutral
2425,@odonnellhugh @britishmuseum   Greece is Greece! But Egyptian culture is before....,neutral
2426,"Construction underway @Tate_StIves. Exciting new cultural / community potential, hope helps finances too http://t.co/rcAR0D861Z @cladglobal",joy
2427,Objects Too Big To Carry: a blog and consultation from Deborah Walton @CamUnivMuseums http://t.co/8pdzkTA0RA,neutral
2428,@NationalGallery beautiful,joy
2429,@MrStuchbery @britishmuseum ok. Thank you,joy
2430,"Slightly more pertinently, his work's great. Ligon: Encounters and Collisions @tateliverpool opens next week",joy
2431,@tateliverpool Biggest number of Jackson Pollock’s black pourings in the UK: Northern Soul talks to Tate Liverpool http://t.co/XEfCDRit7Q,neutral
2432,"Defining beauty: the body in ancient Greek art (at @BritishMuseum in London, Greater London w/ @otnomis) https://t.co/asU45fJkbm",neutral
2433,.@NationalGallery #AskTheGallery perhaps the questions may be better answered here(?)  information@ng-london.org.uk +44 (0)20 7747 2885,neutral
2434,Tickets now on sale for #DefiningBeauty @britishmuseum http://t.co/M3bvqPcQmh,neutral
2435,Greek Beauty #lastdays Defining beauty – the body in ancient Greek art @britishmuseum My take: http://t.co/rHJxoGmfYE http://t.co/wxHHvWtqAM,neutral
2436,@mewtopia hi! Interesting stuff so far... I'm sat with @TheMuseumOfLiz and Susie from @kettlesyard :),joy
2438,The excellent Teaching History with 100 objects http://t.co/YSxWfalP6X by @britishmuseum LOVE the poster sent to schools #CCConf2015,joy
2439,@ArtDecoBiz @britishmuseum they look stunning. Wish I had 'smellyvision' #britishgarden #rose #flowers #summer,joy
2440,"@britishmuseum @Nickuae Not pejoratively: Josiah Tucker 1766, shopkeeping nation; Adam Smith Wealth of Nations 1776, nation of shopkeepers",neutral
2441,The last #selfie @britishmuseum with @mariarodrirubin :( http://t.co/OL73O0QD4q,sadness
2443,"Early exhibition! (at @BritishMuseum in London, Greater London) https://t.co/37ccTzuYgo",joy
2444,'Elements of Nature' with Constable Cotman Palmer Whistler Sargent Cézanne @FitzMuseum_UK http://t.co/8o62wue706 http://t.co/8DW6rviqfc,neutral
2445,Join @Buzz_dont_tweet &amp; @PlymouthMuseum for a #WildAboutPlymouth Big Bug Hunt on 11th July https://t.co/QojUQp1WO9 @NaturePlymouth #Plymouth,neutral
2446,James Richards composes a sonic score for a Francis Bacon painting @_TheWhitechapel part of VAC Collection displays http://t.co/eNii1PlnZj,neutral
2447,@britishmuseum Really interesting. Must visit. Thanks.,joy
2448,After 29 yrs #Cézanne #painting to leave UK unless funds raised @FitzMuseum_UK via @an_artnews http://t.co/VjDNl3XU7C http://t.co/0frSDQ5LHN,sadness
2449,@ArtandPerfume @NationalGallery This looks great; wish I could be there!,joy
2450,Gary's Southwest Daily is out! http://t.co/n9cbN3ilt8 Stories via @PlymouthMuseum @Jon2aylor,neutral
2451,Fabulous feature on @tateliverpool in @guardian a definite must read folks @moreLiverpool if you're planning a visit http://t.co/yQ3V19Alvx,joy
2452,Jun 2015: http://t.co/6F7XReNNTf has British Museum @britishmuseum covered under the MUSEUM tab http://t.co/MIeTCIf3N0 #London #Museum,neutral
2453,#DefiningBeauty @britishmuseum stunning celebration of the body in Ancient Greek #art. 5🌟- ends 2/7. 3min video👇 https://t.co/OTcdHNOLmg,joy
2454,@britishmuseum thanks for the tour! Just amazing! 💜 from Madrid,joy
2455,#FF @Camboats @ColchesterArts @ColchesterZoo @camfilmfest @FitzMuseum_UK @CambJunction @Ip_art @TheatreRNorwich @norwich_puppet,neutral
2456,@JuliaBradbury @SimonCalder @walsop @HodderPRIBA @_TheWhitechapel A pleasure to meet you all last week!,joy
2457,"Don’t forget, tonight is the FREE @britishmuseum curators talk at Breadalbane Community Campus.  7.30pm start! http://t.co/kGJ0LQPijA",neutral
2458,Ancient beauty and modern lives http://t.co/c85oF39AZx via @britishmuseum,neutral
2460,Sutton Hoo Ship burial @britishmuseum http://t.co/wkNOyVWg5Z,neutral
2461,Queen Charlotte's glance draws our eyes to the view of Eton College as seen from Windsor Castle http://t.co/rQlTHY3xWP @NationalGallery,neutral
2462,@roshvarosha @LisaLooly @newmanmpaul @DrawntoDevon @DavidSmithArt @ThelmaHulbert see you all there! :-),joy
2463,@RAMMuseum Excellnt exhibition BENEDICT RUBBRA Eye to Image until 2 Aug 2015 http://t.co/eal9unZMPL #art #Africa #nature #Devon #observation,joy
2464,Lovely blog from @kettlesyard about our first ever Volunteer Awards scheme - well done everyone &amp; thanks for sharing! http://t.co/14UCFNsJR1,joy
2465,@NationalGallery “ #BobandRoberta I am angry more artists that have a profile r not speaking up! #foundationcourses. http://t.co/0Jqrql7vfK”,anger
2466,It's all happening @LivArtFair today Pop in to see some wonderful #art #liverbuilding @tateliverpool @LoveNorthernArt http://t.co/8HGmT67yHV,joy
2467,@RAMMuseum  Great idea &amp; great pics - love this use of Instagram #InstaMuseum,joy
2468,@RAMMuseum Hey! Check out the national singing competition Open Mic UK! Open to all types of acts and all ages! http://t.co/Sv0B1LE8ik,neutral
2469,"Book for Making &amp; Promoting British Art @PlymouthMuseum http://t.co/gZePLguN0D Tues 23 June, 1.10pm, £2",neutral
2470,@kettlesyard excited to see the start of the redevelopment #HLFsupported Visit now &amp; return in 2 year to be wowed!!  https://t.co/PXeCnLT8W9,joy
2471,@_TheWhitechapel. My darkroom after Christopher Williams. http://t.co/2sWgAcNOb8,neutral
2472,Great to learn more from @MetOffice Informatics Lab people today:  @niallhrobinson @metolab @RachelPrudden and Richard Hogben at @RAMMuseum,joy
2473,"@britishmuseum @corneliagracchi Answering that all-important EU question today about productivity of Greek workers: ""What's a Grecian urn?""",neutral
2474,"😊 (at @BritishMuseum in London, Greater London) https://t.co/dDkkNTVLyG",neutral
2475,Been to @FitzMuseum_UK's Treasured Possessions yet? http://t.co/rp2G5s5KNu,neutral
2476,@NationalGallery not to brag but... http://t.co/0vZrWJ0DNI,neutral
2477,Take a tour of The British Museum @britishmuseum and practice your #Arabic. Here's the link. http://t.co/YNizqkvB2h #talkarabic #learnarabic,neutral
2478,"#NG365 Jan Steen's ""The Effects of Intemperance"" c.1664 @NationalGallery #art #twitart http://t.co/n8VwktswfU",neutral
2479,Etruscan mirror-case with a representation of Odysseus &amp; Penelope—via @britishmuseum archives http://t.co/LMf0gdRsQT http://t.co/SMKeQHw7xX,neutral
2480,"It's sunny, I was just given an @hummingbbakery cupcake, and I'm planning on going to the @britishmuseum later #lifeisgood #fridayfeeling",joy
2481,It was a good selection of sculptures. I was familiar with many of them from AS level and my BA. @foxvertebrae @britishmuseum,joy
2482,@FCBStudios: Watch the grand opening of 'The Edge' @UniofBath https://t.co/XMd5VKRHZ4 http://t.co/2lHKe179J8 @ICIABath #arts #dance #per…,neutral
2484,"Defining Beauty (at @BritishMuseum in London, Greater London w/ @stavruler) https://t.co/CaKbZfa1EL http://t.co/gUhkoy0UDO",neutral
2486,Members'Day @tateliverpool #JacksonPollock http://t.co/9g7xlKtbKR,neutral
2487,And to top the visit off... Boilers on the rooftop! Well played @Tate_StIves X @stivesbrewery http://t.co/MgI8uRLEpt,joy
2488,"@SarahGee75 @sheepinsocks @tateliverpool will do, will probably be midweek though x",neutral
2489,@britishmuseum my fav,joy
2490,Work starts on Tate St Ives phase two @Tate_StIves @ILoveCornwallUK @BAMConstructUK http://t.co/p091v5nt7v http://t.co/ImS6X5Dd2M,neutral
2492,A curiously enticing painting. @NationalGallery @Marahowlingwolf @RenwickGallery @smithsonian @Abstractartist1 #art https://t.co/lbXlvd5l5P,neutral
2493,I think that an exhibition with ridiculing cartoons of Napoleon are not a proper way to commemorate a tragic war #Waterloo200 @britishmuseum,disgust
2495,"@NDCS_UK set up information stall at @britishmuseum, Ancient World Discovery Day! Come over for some fun and have a chat with us :) #deaf",joy
2496,At Piero della Francesca conference @CourtauldStudy starting with new info on @NationalGallery's great Baptism of Christ,neutral
2497,"@britishmuseum no clutter, shops, glass or other Fosterisms",neutral
2498,@britishmuseum What's going on in this picture? http://t.co/1CBGqs45j7,neutral
2499,@NationalGallery That Rembrandt selfportrait is one of my favourite pictures. I visit it yearly around my birthday; it's taught me so much.,joy
